Source,Ada,Aleksandrovac,Aleksinac,Alibunar,Apatin,Aranđelovac,Arilje,Babušnica,BajinaBašta,Barajevo,Batočina,Bač,BačkaPalanka,BačkaTopola,BačkiPetrovac,BelaCrkva,BelaPalanka,Beočin,Bečej,Blace,Bogatić,Bojnik,Boljevac,Bor,Bosilegrad,Brus,Bujanovac,CityofUžice,CrnaTrava,CrveniKrst,Crvenikrst,Despotovac,Dimitrovgrad,Doljevac,GadžinHan,Golubac,GornjiMilanovac,Grocka,Inđija,Irig,Ivanjica,Jagodina,Kanjiža,Kikinda,Kladovo,Knić,Knjaževac,Koceljeva,Kosjerić,Kostolac,Kovačica,Kovin,Kragujevac,Kraljevo,Krupanj,Kruševac,Kula,Kuršumlija,Kučevo,Lajkovac,Lapovo,Lazarevac,Lebane,Leskovac,Ljig,Ljubovija,Loznica,Lučani,Majdanpek,MaliIđoš,MaliZvornik,MaloCrniće,Medijana,Medveđa,Merošina,Mionica,Mladenovac,Negotin,NiškaBanja,NovaCrnja,NovaVaroš,NoviBeograd,NoviBečej,NoviKneževac,NoviPazar,NoviSad,Obrenovac,Odžaci,Opovo,Osečina,Palilula(Belgrade),Palilula(Niš),Pantelej,Pančevo,Paraćin,PetrovacnaMlavi,Pećinci,Pirot,Plandište,Požarevac,Požega,Preševo,Priboj,Prijepolje,Prokuplje,Rakovica,Rača,Raška,Ražanj,Rekovac,Ruma,Savskivenac,Senta,Sevojno,Sečanj,Sjenica,Smederevo,SmederevskaPalanka,Sokobanja,Sombor,Sopot,Srbobran,SremskaMitrovica,SremskiKarlovci,StaraPazova,Starigrad,Subotica,Surdulica,Surčin,Svilajnac,Svrljig,Temerin,Titel,Topola,Trgovište,Trstenik,Tutin,Ub,Valjevo,Varvarin,VelikaPlana,VelikoGradište,Vladimirci,VladičinHan,Vlasotince,Voždovac,Vranje,VranjskaBanja,Vračar,Vrbas,VrnjačkaBanja,Vršac,Zaječar,Zemun,Zrenjanin,Zvezdara,Ćićevac,Ćuprija,Čajetina,Čačak,Čoka,Čukarica,Šabac,Šid,Žabalj,Žabari,Žagubica,Žitište,Žitorađa
Brus,17265,1547,5671,12916,19005,10377,9981,9074,13568,11250,6711,16939,16600,15816,15024,11963,7403,14893,15806,1897,14537,6261,7257,9175,12342,,8736,10571,9822,5982,10468,7133,9369,5001,6644,11719,7957,9568,12693,13367,8578,5991,17574,17815,13961,6151,8887,11683,10634,9544,12912,9479,7090,5116,15007,2996,15750,3334,11668,9758,6867,10335,7197,6397,8826,15205,15549,8999,13806,15345,17489,9721,6212,8745,4504,10122,9710,11571,6860,16779,12019,10965,16291,18013,6005,14281,10941,16673,12515,12986,10730,5686,6048,11230,5278,9337,12135,8397,14525,9219,9282,9759,13994,13675,3372,10495,7620,4713,4858,5731,12765,10549,17247,10120,14928,9701,9089,8145,6855,18250,9894,14778,13213,13493,12134,10785,17060,8010,11473,7256,7287,14471,13781,9292,12753,3014,8717,10091,10901,4230,7208,11116,12318,7505,6650,10493,8330,8537,10471,14903,3278,13490,9027,11063,14699,10288,4025,5477,11519,7547,17507,11502,13165,14546,14047,7842,11716,15489,4292
Bujanovac,19641,9488,5361,15292,21381,13011,16381,6373,19944,13627,9087,19315,18976,18192,17400,14339,6174,17269,18182,6914,17008,4948,9556,11470,6734,8802,,16947,5300,4752,12844,9509,8139,3925,4918,14095,13207,11944,15069,15743,16800,8367,19950,20191,14780,11525,7658,16843,17010,11920,15288,11855,10305,11888,20679,7759,18126,7448,14044,15311,9243,15031,5046,3681,14876,21232,19999,15375,15064,17721,21441,12097,5185,6594,4764,16171,12086,12391,5631,19155,20609,13341,18667,20389,14775,16657,14499,19049,14891,19013,13106,4559,4818,13606,7621,11713,14511,7167,16901,11595,15658,1564,21960,22265,5395,12871,9996,13485,6342,10040,15141,12925,19623,16497,17304,18471,11465,10521,7262,20626,12270,17154,15589,15869,14510,13161,19436,2401,13849,9633,6057,16847,16157,11866,4625,9786,17487,15251,16928,7565,9584,13492,16891,1897,3447,12869,1283,1490,12847,17279,10416,15866,10224,13439,17075,12664,7126,7853,17895,13923,19883,13878,16702,16922,16423,10218,14164,17865,4474
CityofUžice,13924,10146,11792,12163,15663,7469,2190,15895,3048,8241,8136,13597,13259,12474,11682,13811,14224,11550,12464,12146,10746,14602,12138,14056,20271,10504,16665,,17751,12803,9015,10649,16190,13196,14264,13647,4423,10399,9351,10024,4130,9248,14233,14793,18841,5395,15703,7647,2500,11472,11284,11327,6893,5781,7428,9617,12409,13583,13574,5968,8586,6545,15538,14325,5036,5073,9225,2050,16380,12004,7314,11649,13294,17087,13369,6064,8149,16452,13681,14196,3886,8565,12950,14671,10192,10940,7151,13331,9932,7882,8765,13017,12869,10179,10085,11244,8792,15218,13772,11146,1527,17688,5236,5541,13621,8404,8524,10020,10878,8677,9422,8613,13905,614,13299,6090,10658,8818,13477,14908,9182,11437,9870,10151,8793,8872,13719,15938,7930,9163,14108,11129,10900,6666,20681,7731,9902,6300,6074,10466,9115,13043,8813,15434,14579,8906,16258,16465,8833,11562,7320,13761,13908,8480,12053,9037,10261,9603,1172,3578,14165,8389,9374,11203,10705,9748,14134,12905,13745
CrnaTrava,20744,10590,6464,16394,22483,14113,17484,3855,21046,14729,10189,20417,20078,19294,18502,15442,5515,18371,19284,8016,18110,6022,10658,12572,4157,9904,5313,18049,,5854,13946,10611,6802,5027,5256,15198,14309,13046,16171,16845,17902,9469,21052,21293,15882,12627,8760,17945,18112,13022,16390,12957,11407,12990,21781,8861,19228,8550,15146,16414,10345,16133,6045,4590,15978,22334,21102,16477,16166,18823,22543,13199,6287,7593,5866,17274,13188,13493,6135,20257,21711,14443,19769,21491,15877,17760,15601,20151,15993,20115,14208,5661,5920,14708,8723,12815,15613,5518,18003,12697,16760,6336,23062,23367,6497,13973,11098,14587,7444,11142,16243,14027,20725,17599,18406,19573,12567,11623,8364,21728,13372,18256,16691,16971,15612,14263,20538,2978,14951,10735,7159,17949,17259,12968,8674,10888,18589,16353,18030,8667,10686,14594,17993,3849,3156,13971,4906,4990,13949,18381,11518,16968,11326,14541,18177,13766,8228,8956,18997,15025,20985,14980,17804,18024,17525,11320,15266,18967,5576
CrveniKrst,15727,6402,1447,11378,17467,9097,12467,3790,16030,9712,5173,15401,15062,14278,13486,10425,2120,13355,14268,4131,13094,2705,5642,7416,8374,6019,4768,13033,5854,,8930,5595,4086,1299,1849,10181,9293,8030,11155,11829,12886,4453,16036,16276,10727,7611,3604,12929,13096,8006,11374,7941,6391,7974,16765,3845,14212,4665,10130,11397,5329,11117,3642,2428,10961,17318,16085,11461,11010,13807,17527,8183,584,5190,1472,12257,8172,8337,1266,15241,16695,9427,14753,16475,11992,12743,10585,15135,10977,15099,9192,807,800,9692,3707,7799,10597,3114,12987,7681,11744,5791,18045,18351,2612,8957,6082,10702,2428,6126,11227,9010,15709,12582,13390,15688,7551,6607,3348,16712,8356,13240,11675,11954,10596,9247,15522,4041,9935,5718,2003,12933,12243,7952,8785,5872,14704,11337,13014,3651,5670,9578,12977,3537,2682,8955,4362,4568,8933,13365,6502,11952,6170,9525,13161,8750,3212,3939,13981,10009,15969,9964,12788,13008,12509,6304,10250,13950,1849
Crvenikrst,7599,10243,7842,3706,9339,4138,8384,11944,10365,2709,4602,7273,6934,6150,5358,5823,10274,5227,6140,10573,4966,10651,8187,10105,16320,10604,12714,8950,13800,8852,,6078,12239,9246,10313,6332,5858,2327,3026,3700,9872,5297,7908,8000,12497,7041,11753,5044,8142,4157,3223,3627,5820,8014,8637,7900,6084,12010,6506,3986,4525,4284,11588,10374,4295,9433,7957,7378,9308,5679,9398,4334,9344,13136,9418,4726,2838,12420,9731,6964,12612,1299,6625,8346,13687,4615,2567,7006,2700,7214,794,9066,8918,1722,6134,5614,2469,11267,5315,3831,7661,13737,13962,14268,10558,1676,4856,12326,6927,7296,3099,865,7580,8500,5239,14349,3343,4285,9417,8584,2769,5112,3547,3826,2468,795,7394,11987,1807,4592,10157,4804,3967,4149,16731,9323,16399,3452,5129,7017,3672,5728,4958,11483,10628,760,12308,12514,417,5237,9560,5303,9957,1397,4884,801,6578,5652,9898,6449,7841,2050,4660,4880,4381,4306,8869,5674,9795
Despotovac,12705,6717,4316,8355,14445,5991,10085,8418,13648,6690,2819,12379,12040,11256,10464,7403,6748,10333,11246,7047,10072,7126,4661,6579,12794,7078,9188,10650,10274,5326,5908,,8713,5720,6787,7142,6911,5008,8132,8806,11050,1804,13014,13254,11365,5229,8227,9907,10714,4984,8351,4918,4009,7371,13743,4374,11190,8484,5343,8375,2600,8011,8062,6848,8124,14295,13063,9079,8149,10785,14504,4749,5818,9610,5892,9420,5150,8975,6205,12219,14313,6405,11731,13452,13057,9721,7563,12112,7955,12077,6170,5541,5392,6670,2563,3221,7575,7741,9964,4659,9361,10211,15663,15969,7032,5935,2976,11697,3401,3818,8205,5988,12686,10200,10367,15527,4529,3585,5891,13690,5334,10218,8653,8932,7574,6225,12500,8461,6913,1735,6631,9910,9221,4846,13205,5797,15770,8315,9992,3491,2648,6555,9954,7957,7102,5933,8782,8988,5910,10343,6427,8930,6431,6503,10139,5727,3052,1904,11599,7626,12947,6942,9766,9986,9487,2698,4729,10928,6269
Dimitrovgrad,19083,9758,4803,14734,20823,12453,15823,2872,19386,13068,8529,18757,18418,17634,16842,13781,2411,16711,17624,7487,16450,6061,8998,9269,10908,9375,8124,16389,6750,3998,12286,8951,,4655,4578,13537,12649,11386,14511,15185,16242,7809,19392,19632,12580,10967,5736,16285,16452,11362,14730,11297,9747,11330,20121,7201,17568,8021,13486,14753,8685,14473,6998,5784,14317,20674,19441,14817,12863,17163,20882,11539,4219,8546,4828,15613,11528,10190,3995,18597,20051,12783,18109,19831,15348,16099,13941,18491,14333,18455,12548,4476,3571,13048,7063,11155,13953,1416,16343,11037,15100,9147,21401,21707,5968,12313,9438,14058,5784,9482,14583,12366,19065,15938,16746,19044,10907,9963,6704,20068,11712,16596,15031,15310,13952,12603,18878,7397,13291,9074,4299,16289,15599,11308,12141,9228,18060,14693,16370,7007,9026,12934,16333,6893,5807,12311,7718,7924,12289,16721,9858,15308,8023,12881,16517,12106,6568,7295,17337,13365,19325,13320,16144,16364,15865,9660,12251,17306,5205
Doljevac,16209,5735,1929,11859,17948,9578,12949,4412,16511,10194,5654,15882,15544,14759,13968,10907,2741,13836,14749,3161,13575,1823,6124,8037,7518,5049,3912,13514,4998,1320,9411,6077,4707,,1819,10663,9775,8512,11636,12310,13368,4934,16518,16758,11348,8093,4225,13410,13578,8488,11855,8422,6873,8456,17247,4326,14694,3695,10611,11879,5811,11599,2759,1572,11443,17799,16567,11943,11632,14289,18008,8665,1482,4307,1332,12739,8653,8959,2126,15722,17036,9908,15235,16956,11022,13225,11067,15616,11458,15580,9674,865,1386,10173,4189,8281,11079,3735,13468,8162,12225,4934,18527,18692,1642,9439,6564,9732,2909,6607,11708,9492,16190,13064,13871,14718,8032,7088,3829,17194,8837,13722,12157,12436,11078,9728,16004,3185,10416,6200,2624,13414,12725,8433,7928,6354,13734,11818,13495,4133,6152,10059,13458,2680,1825,9437,3505,3712,9414,13847,6984,12434,6791,10006,13642,9231,3694,4421,14463,10490,16450,10446,13270,13490,12990,6785,10731,14432,721
GadžinHan,17235,7424,2955,12886,18975,10605,13975,4250,17538,11220,6681,16909,16570,15786,14994,11933,2706,14863,15776,4850,14602,2728,7150,7765,8491,6738,4885,14541,5162,1887,10438,7103,4601,1861,,11689,10801,9538,12663,13337,14394,5961,17544,17784,11076,9119,3953,14437,14604,9514,12882,9449,7899,9482,18273,5353,15720,5384,11638,12905,6837,12625,3664,2591,12470,18826,17593,12969,11360,15315,19035,9691,1609,5212,2700,13765,9680,8687,878,16749,18203,10935,16261,17983,12711,14251,12093,16643,12485,16607,10700,2142,1601,11200,5215,9307,12105,3628,14495,9189,13252,5908,19553,19859,3331,10465,7590,11421,3936,7634,12735,10519,17217,14090,14898,16407,9059,8115,4856,18220,9864,14748,13183,13462,12104,10755,17030,4158,11443,7226,2353,14441,13751,9460,8902,7380,15423,12845,14522,5159,7178,11086,14485,3654,2799,10463,4479,4685,10441,14873,8010,13460,6519,11033,14669,10258,4720,5447,15489,11517,17477,11472,14296,14516,14017,7812,10747,15458,2410
Golubac,12935,11347,8946,7179,14675,6932,13001,13048,15457,6920,5706,12609,12270,11486,10694,4719,11377,10563,11476,11676,10302,11755,9113,7357,17424,11708,13818,13566,14904,9956,6138,7123,13343,10349,11417,,9474,5248,8362,9036,13965,6401,13244,13499,6165,8144,9797,10137,13234,3156,8456,5023,6924,10287,13973,9004,11420,13114,2231,8605,5629,8470,12692,11478,9387,14525,13293,11994,4861,11015,14734,2757,10448,14240,10522,9879,5633,6088,10834,12150,17228,6635,11961,13682,16097,9951,7793,12342,8185,12307,6400,10170,10022,6774,7238,3902,7805,12371,7334,2787,12277,14841,18579,18884,11662,6165,5960,14737,8031,8400,8435,6218,12916,13116,9304,18442,4611,5421,10521,13920,5564,10448,8883,9162,7804,6455,12730,13091,7143,5711,11350,10140,9451,6944,17834,10427,18809,8545,10222,8121,4776,1041,10184,12587,11732,6163,13412,13618,6140,10573,10664,6246,7827,6733,10369,5957,7682,6756,14514,10542,13177,7172,9996,10216,9717,4776,7158,11176,10899
GornjiMilanovac,10780,7542,8084,9019,12520,3333,3853,12186,7415,5097,4427,10453,10115,9330,8539,9675,10516,8406,9320,9542,7603,10893,8429,10347,16562,7900,12956,4418,14042,9094,5871,6940,12481,9488,10555,9510,,6263,6207,6880,5035,5539,11089,11649,15133,2672,11995,4749,4482,7335,8140,7190,3074,3177,8073,7013,9265,10979,9684,2824,4877,3401,11830,10616,1892,8271,8615,2847,12487,8860,10555,7512,9586,13378,9660,3188,4013,12743,9973,11052,8081,5422,9806,11527,8850,7796,4007,10187,6788,6052,5621,9308,9160,7035,6376,7535,5649,11509,10628,7010,3129,13979,9431,9737,10800,5260,4388,7490,7169,5141,6278,5469,10761,3968,10155,9512,6521,4681,9659,11765,5045,8293,6726,7007,5649,5728,10575,12229,4786,5454,10399,7985,7756,2530,16973,5127,11562,3157,3967,7259,5289,8907,5383,11725,10870,5762,12550,12756,5689,8418,4716,10617,10199,5336,8909,5893,6820,5894,5367,1612,11021,5246,6230,8060,7561,6035,10426,9761,10037
Grocka,8960,9206,6804,5707,10700,3712,9502,10906,11483,3310,3565,8634,8295,7511,6719,4856,9236,6588,7501,9535,6327,9614,7149,9068,15283,9566,11677,10067,12763,7815,2163,5040,11202,8208,9276,5279,6253,,4388,5062,11036,4260,9269,9510,11444,6003,10715,6162,9260,3103,5224,2372,4783,8145,9998,6863,7445,10972,5452,4937,3488,4804,10550,9337,5413,10551,9318,8496,8255,7040,10760,3280,8306,12098,8380,5844,2412,11367,8693,8474,13730,2660,7986,9708,13956,5976,3818,8368,4210,8332,2425,8029,7881,3723,5097,4560,3830,10230,7316,2778,8778,12699,15080,15386,9520,2190,3818,12595,5890,6259,4460,2244,8942,9617,7240,15514,1497,3302,8380,9945,2343,6473,4908,5188,3829,2480,8755,10950,3168,3554,9119,6166,5476,3723,15693,8285,16668,4570,6247,5979,2635,4675,6210,10446,9590,2188,11270,11477,2166,6598,8523,6383,8920,2758,6394,1729,5540,4615,11016,7613,9202,3197,6021,6241,5742,3269,7816,7184,8757
Inđija,5774,12467,10066,5998,7514,6362,8861,14168,10841,3695,6827,5448,5092,4325,3533,8115,12498,2904,4315,12797,4052,12876,10411,12329,18544,12828,14938,9426,16024,11076,3182,8302,14464,11470,12537,8556,6334,4551,,1753,10348,7522,6083,6643,14721,8103,13977,5282,8618,6381,4900,5919,8045,8490,7459,10124,4259,14234,8730,4462,6750,5271,13812,12599,4771,9516,6970,7854,11532,3854,8411,6558,11568,15360,11642,5202,5063,14644,11955,6122,13088,2733,4800,6521,14163,2289,3117,5182,3766,6949,2932,11291,11142,4014,8359,7838,1597,13492,7607,6056,8137,15961,14439,14744,12782,3082,7080,12803,9151,9520,1482,2780,5755,8976,5609,14825,5567,6509,11642,6759,4692,3287,2542,1278,784,3040,5569,14212,2356,6816,12381,2979,2751,6373,18955,10440,16875,3928,5605,9241,5897,7952,4417,13707,12852,3074,14532,14739,3001,3412,10028,7596,12181,2223,3903,3205,8802,7876,10374,6925,6016,3360,3482,3875,2556,6530,11094,4832,12019
Irig,6173,13110,10709,6973,7581,7005,9545,14811,11497,4380,7469,5421,4545,4716,3388,9091,13141,1886,4714,13440,3338,13518,11054,12972,19187,13471,15581,10110,16667,11719,3825,8945,15106,12112,13180,9199,7018,5194,1754,,11032,8164,6475,7207,15364,8788,14620,4738,9302,7024,5794,6879,8687,9174,6915,10767,4650,14877,9372,5147,7392,5956,14455,13241,5456,8972,6330,8539,12175,4246,7771,7201,12211,16003,12285,5886,5705,15287,12598,6686,13773,3376,5199,6913,14847,1742,3801,5263,4742,6404,3575,11933,11785,4989,9001,8480,1539,14134,8142,6698,8821,16604,15123,15428,13425,3766,7723,13487,9794,10163,822,3423,6147,9660,6173,15509,6210,7152,12284,7150,5377,3696,1997,1478,2069,3682,5960,14854,3041,7459,13024,3197,3645,7016,19598,11124,17560,4613,6261,9884,6539,8595,3872,14350,13495,3716,15175,15381,3643,3803,10713,8571,12824,3290,4467,3847,9445,8519,11059,7609,6407,4044,2938,3331,3120,7173,11736,5395,12662
Ivanjica,14809,9107,11637,13049,16549,8099,1960,15739,7119,9127,8541,14483,14144,13360,12568,14274,14069,12436,13350,10523,11632,14447,12542,14461,20116,8654,16509,4122,17595,12647,9900,11053,16035,13041,14108,14030,5053,11028,10236,10909,,9653,15118,15678,19246,5799,15540,8778,4270,11855,12169,11790,7297,5106,11337,9042,13294,11960,13979,6853,8991,7430,15383,14170,5921,8981,12204,3232,16785,12889,11223,12032,13139,16931,13130,7217,8779,16857,13526,15081,4720,9451,13835,15557,6787,11825,8036,14217,10817,9641,9650,12862,12714,11065,10490,11648,9678,15063,14658,11530,2803,17532,6413,6375,11998,9290,9150,6283,10519,9082,10308,9498,14791,3672,14184,4520,11287,9447,12901,15794,9811,12322,10756,11036,9678,9758,14604,15783,8815,9568,13952,12015,11786,7295,20526,7156,8332,7186,7726,9890,9519,13427,9413,15278,14423,9792,16103,16310,9719,12447,6744,14646,14313,9365,12939,9923,9685,10008,5070,3854,15051,9275,10260,12089,11591,10153,14539,13791,12918
Jagodina,11930,5533,3132,7580,13670,5300,8670,7234,12233,5915,1376,11604,11265,10481,9689,6628,5563,9558,10471,5862,9297,5941,3477,5395,11610,5894,8004,9235,9090,4142,5133,1810,7529,4535,5603,6384,5496,4233,7357,8031,9635,,12239,12479,10180,3814,7043,9132,9299,4209,7576,4143,2594,5956,12968,3190,10415,7300,6333,7600,1532,7320,6878,5664,7164,13521,12288,7664,9139,10010,13729,4386,4634,8426,4708,8460,4375,7791,5020,11444,12898,5630,10956,12678,11767,8946,6788,11338,7180,11302,5395,4356,4208,5895,1424,4002,6800,6557,9190,3884,7946,9027,14248,14554,5848,5160,2285,10406,2217,2009,7430,5213,11912,8785,9592,14112,3754,2810,4707,12915,4559,9443,7878,8157,6799,5450,11725,7277,6138,1921,5447,9136,8446,4155,12020,4613,14479,7540,9217,2307,1873,5781,9179,6773,5918,5158,7598,7804,5135,9568,5243,8155,5247,5728,9364,4952,1868,942,10184,6212,12172,6167,8991,9211,8712,2507,6191,10153,5085
Kanjiža,2031,17409,15007,9753,6017,11303,13802,19109,15782,8637,11768,6369,6632,2597,5126,12428,17439,6199,3555,17738,9874,17817,15352,17271,23486,17769,19880,14367,20966,16017,8124,13243,19405,16411,17478,13497,11275,9492,6086,6614,15289,12463,,3148,19662,13044,18918,10462,13559,11322,8374,10860,12986,13431,13529,15066,4036,19175,13671,9404,11691,10212,18753,17540,9712,14850,12865,12795,16473,3254,14307,11499,16509,20301,16583,10143,10004,19586,16896,4491,18030,7674,4364,456,19104,4954,8058,5617,8079,12632,7873,16232,16084,8955,13300,12779,7647,18433,9314,10997,13078,20902,19380,19685,17723,8023,12021,17744,14092,14461,7436,7722,1231,13917,7345,19766,10508,11450,16583,4984,9634,3568,8455,5695,6331,7981,2404,19153,7298,11757,17322,4411,6225,11314,23896,15381,21816,8870,10546,14182,10838,12894,10486,18648,17793,8015,19473,19680,7942,3792,14969,10462,17123,7164,5979,8146,13743,12818,15316,11866,1099,8301,9552,9735,5211,11471,16035,5505,16960
Kikinda,1999,17484,15083,6599,8124,11379,14221,19185,16202,9056,11843,7792,7808,4599,6302,9274,17515,6860,3092,17814,10535,17892,15428,17346,23561,17845,19955,14787,21041,16093,8034,13319,19480,16486,17554,13471,11694,9568,6505,7275,15708,12538,3148,,19636,13464,18994,10881,13979,11398,5988,9827,13061,13851,13964,15141,5822,19251,13746,9823,11766,10632,18829,17615,10132,15270,13526,13215,16549,5256,14968,11575,16585,20377,16659,10563,10079,19559,16972,1337,18449,7763,2208,2821,19524,5982,8477,7298,5865,13051,8001,16307,16159,7813,13375,12854,8066,18508,6161,11072,13498,20978,19799,20105,17799,8443,12097,18163,14168,14537,8097,7797,2438,14336,4191,20186,10385,11526,16658,7369,10010,4184,9116,6356,6751,7808,5390,19228,7717,11833,17398,4217,5239,11390,23972,15801,22236,9289,10966,14258,10913,12503,10869,18724,17869,8090,19549,19755,8017,4975,15389,7308,17198,6922,3144,8221,13819,12893,15735,12285,2066,8720,9988,10396,4336,11547,16110,2627,17036
Kladovo,19145,13560,11032,13389,20885,13143,18179,12800,21667,13130,10885,18819,18480,17696,16904,10929,11130,16773,17686,13890,16512,12714,6837,5767,18383,13921,14777,18745,15863,10651,12348,11307,12702,11308,11121,6210,15005,11458,14572,15246,19144,10165,19454,19709,,13323,7130,16347,18808,9366,14666,11233,12103,14742,20183,11217,17630,14674,8441,14815,11041,14681,13650,12437,15597,20736,19503,17173,5947,17225,20944,8967,10892,15199,11481,16089,11843,2726,10539,18360,22407,12845,18171,19892,19900,16161,14003,18553,14395,18517,12610,11129,10224,12984,9317,10112,14015,11435,13544,8997,17456,15800,23757,24063,12620,12375,11794,18540,10244,12083,14645,12428,19126,18294,15514,23596,10822,11631,9221,20130,11774,16658,15093,15372,14014,12665,18940,14050,13353,11430,8683,16351,15661,13154,18793,12640,22612,14755,16432,10334,10986,7251,16394,13546,12691,12373,14370,14577,12350,16783,13270,12456,5160,12943,16579,12167,9895,9651,19693,15721,19387,13382,16206,16426,15927,10986,8748,17386,11858
Knić,12562,5759,6395,9425,14302,4224,4854,10498,8416,6880,2739,12236,11897,11113,10321,8473,8827,10189,11103,7760,9385,9205,6741,8659,14874,6117,11268,5419,12354,7406,6977,5251,10793,7799,8867,8229,2659,6078,7990,8662,5818,3851,12872,13432,13444,,10306,6531,5482,6054,9421,5988,1495,2277,9856,5231,11047,9197,8177,4606,3189,5184,10141,8928,3674,10053,10397,3847,10983,10642,12337,6231,7897,11689,7972,4970,4904,11055,8284,12834,9082,7204,11588,13310,7950,9578,5790,11970,8570,7834,7240,7620,7472,7739,4688,5847,7431,9821,11034,5728,4130,12290,10432,10737,9111,7005,3348,6590,5481,3280,8061,7058,12544,4969,11437,10295,5598,4654,7971,13547,5936,10076,8509,8790,7431,7294,12357,10541,6568,3766,8711,9768,9539,3420,15284,3208,10662,4939,5749,5570,3717,7625,7166,10037,9182,7003,10861,11068,6980,10200,3070,10000,8511,7118,10692,6797,5132,4206,6368,2395,12804,7028,8013,9842,9344,4351,8737,11544,8348
Knjaževac,18281,9094,4323,13931,20020,11650,15021,5667,18583,12266,7726,17954,17616,16831,16040,12979,3997,15908,16821,7006,15647,5581,3532,3811,11249,8894,7643,15586,8729,3517,11483,8149,5838,4175,3988,9842,11846,10584,13708,14382,15578,7006,18590,18830,7122,10165,,15482,15649,10560,13927,10494,8945,10666,19318,6537,16766,7540,10152,13951,7882,13671,6517,5303,13515,19871,18639,14015,7406,16361,20080,10737,3759,8065,4347,14811,10725,4732,3405,17794,19249,11980,17307,19028,14867,15297,13139,17688,13530,17652,11746,3996,3090,12245,6158,10133,13151,4571,15540,10234,14297,8666,20599,20904,5487,11511,8635,13577,5242,8925,13780,11564,18262,15136,15943,18563,10104,9160,2739,19265,10909,15794,14228,14508,13150,11800,18076,6916,12488,8272,1550,15486,14797,10505,11660,8564,17579,13890,15567,6526,8224,10882,15530,6412,5557,11509,7237,7443,11486,15919,9194,14506,2565,12078,15714,11303,6087,6493,16535,12562,18522,12518,15342,15562,15062,8857,6793,16504,4724
Koceljeva,10057,11314,11907,8296,11797,5297,7427,16010,6877,4437,8668,9731,9066,8607,7816,10414,14339,6260,8597,13314,3605,14717,12253,14171,20386,11672,16780,7716,17866,12918,5148,10143,16305,13311,14379,10397,4793,6405,5303,4734,8807,9363,10366,10926,16563,6562,15818,,5191,8222,7417,8077,7866,6949,4225,10785,8542,14751,10571,2559,8591,3320,15653,14440,3230,5187,4523,6313,13374,8137,6096,8399,13409,17201,13484,3013,6184,16486,13796,10329,11510,4699,9083,10804,12622,6476,2832,9464,6065,2380,4898,13132,12984,6312,10200,9679,3978,15333,9906,7897,6593,17802,12860,13165,14789,4537,8286,11262,10993,9845,4132,4746,10038,7338,9432,13284,7408,7939,13483,11042,5313,7570,4096,6049,4926,5005,9852,16053,4063,8658,14223,7262,7033,6466,20796,8899,15334,1662,1641,11082,7738,9794,1268,15549,14694,5039,16373,16580,4966,7695,8487,9894,14023,4613,8186,5170,10644,9718,8796,5384,10299,4523,2233,5934,6839,8372,12935,9038,13860
Kosjerić,13085,10253,11900,11324,14824,7404,2384,16002,3399,7281,8244,12758,12420,11635,10844,13442,14332,10711,11625,12254,8695,14710,12245,14163,20378,10611,16772,2523,17858,12910,8176,10756,16298,13304,14371,13527,4531,9433,8512,9185,4324,9356,13394,13954,18949,5502,15811,5193,,11352,10445,11207,7000,5889,7066,9725,11570,13691,13682,4855,8694,5611,15646,14433,5096,4711,8097,2158,16488,11165,6952,11529,13402,17194,13476,3921,8257,16560,13789,13357,6362,7727,12111,13832,10951,10101,6312,12492,9093,5535,7926,13125,12977,9340,10193,11351,7954,15326,12933,11026,1551,17795,7712,8018,13729,7565,8632,10128,10985,8785,8583,7774,13066,2296,12460,8567,10538,8925,13584,14070,8157,10598,9031,9312,7954,8033,12880,16046,7091,9270,14215,10290,10061,6773,20789,7839,12378,5229,3620,10574,9222,12923,6358,15541,14686,8067,16366,16573,7994,10723,7427,12922,14015,7641,11214,8198,10368,9710,3648,3686,13326,7550,7323,10365,9866,9856,14242,12066,13853
Kostolac,10790,9202,6801,6315,12530,4788,10856,10903,13312,4775,3561,10464,10125,9341,8549,4379,9233,8418,9331,9532,8157,9610,7146,9064,15279,9563,11673,11421,12759,7811,3993,5037,11198,8205,9272,3193,7329,3103,6217,6891,11820,4256,11099,11339,9358,6000,10712,7992,11089,,6311,2878,4779,8142,11828,6859,9275,10969,4008,6460,3484,6326,10547,9333,7242,12381,11148,9849,6810,8870,12589,1836,8303,12095,8377,7734,3488,9281,8690,10304,15084,4490,9816,11538,13952,7806,5648,10198,6040,10162,4255,8025,7877,4629,5093,3116,5660,10226,6994,903,10132,12696,16434,16739,9517,4020,3815,12592,5886,6255,6290,4073,10772,10971,8327,16297,2467,3276,8376,11775,3419,8303,6738,7017,5659,4310,10585,10946,4998,3551,9116,7996,7306,4799,15690,8282,16664,6400,8077,5976,2631,2589,8039,10442,9587,4018,11267,11473,3995,8428,8519,5906,8916,4588,8224,3812,5537,4611,12370,8397,11032,5027,7851,8071,7572,2804,6372,9013,8754
